,short_name,similarity_score
7293,G. Kilama,0.6439547
2384,J. Kana-Biyik,0.6439547
7289,H. Delcroix,0.6439547
3449,Wagner Orsinho,0.6439547
3535,K. Diks,0.6439547
6350,Mateu Morey,0.6439547
6487,A. Henley,0.6439547
1778,L. Giannetti,0.6439547
7281,M. Fossey,0.6439547
6327,M. Madri,0.6439547
7564,N. Stephan,0.6439547
3481,T. Roberts,0.6439547
3482,D. Geiger,0.6439547
2355,D. Ba,0.6439547
3454,Miltisco Paulino,0.6439547
7193,M. Hingerl,0.6439547
3536,F. Platte,0.6439547
3443,Heitor Gesse,0.6439547
7461,A. Buxton,0.6439547
3452,Tony Muttinho,0.6439547
7249,Jo Soo Chul,0.6439547
7322,F. Cerda,0.6439547
7194,E. Maury,0.6439547
3251,A. Song,0.6439547
3582,P. Erras,0.6439547
2281,Bigas,0.6439547
7250,C. Elliott,0.6439547
2475,E. Berg,0.6439547
1541,Borja Valle,0.6439547
7332,Wan Houliang,0.6439547
7257,Wang Wei,0.6439547
3303,O. Şişmanoğlu,0.6439547
7337,N. Yamada,0.6439547
7326,S. Dawson,0.6439547
3592,D. Dąbrowski,0.6439547
3317,Felipe,0.6439547
7323,T. Imai,0.6439547
3294,R. Kruse,0.6439547
7340,A. Tutte,0.6439547
3278,L. Baal,0.6439547
3363,J. Sala,0.6439547
7302,J. Mäder,0.6439547
1612,K. Gibbs,0.6439547
425,M. Nastasić,0.6439547
2159,A. Mawson,0.6439547
7492,S. Mallon,0.6439547
2950,A. Jóhannsson,0.6439547
2682,S. Byram,0.6439547
6357,J. Davenport,0.6439547
7220,R. Tone,0.6439547
7498,C. Borchgrevink,0.6439547
7559,J. Beaulieu,0.6439547
7499,J. Rankin-Costello,0.6439547
7502,L. Gibson,0.6439547
7221,M. O'Brien,0.6439547
7503,K. Tshiembe,0.6439547
2199,Insua,0.6439547
2651,M. Bettinelli,0.6439547
2009,D. Sakho,0.6439547
7436,O. Solbakken,0.6439547
7218,B. Garmston,0.6439547
7437,R. Donelon,0.6439547
7544,N. Sylvestre,0.6439547
7480,L. Polvani,0.6439547
6426,O. Álvarez,0.6439547
3883,M. Camporese,0.6439547
3345,E. Prib,0.6439547
7314,R. Castro,0.6439547
7545,A. Baun,0.6439547
2454,B. Douglas,0.6439547
2095,Pascoal Muscato,0.6439547
6834,C. Morris,0.6439547
3353,M. Correia,0.6439547
7312,R. Aoki,0.6439547
7311,G. Jarl,0.6439547
2841,Bueno,0.6439547
7552,J. Gertsen,0.6439547
3616,H. Nielsen,0.6439547
7555,A. Antunes,0.6439547
7307,R. Peiponen,0.6439547
1811,A. Touré,0.6439547
6398,G. Zelalem,0.6439547
2417,N. Krstičić,0.6439547
3340,Bóveda,0.6439547
7316,J. Montaño,0.6439547
6837,W. Evseev,0.6439547
1500,K. Djidji,0.6439547
5273,B. Jones,0.6439547
6672,O. Hein,0.6439547
515,S. Berge,0.6439547
4131,G. Thorne,0.6439547
5774,N. Maynard,0.6439547
6644,B. Reeves,0.6439547
5825,D. Daube,0.6439547
4137,F. Lewis,0.6439547
6317,R. Dimitrov,0.6439547
5883,D. Kempe,0.6439547
4934,F. Gardoș,0.6439547
4060,J. Gyamerah,0.6439547
4449,Mei Fang,0.6439547
6646,M. Sans,0.6439547
6059,J. Günther-Schmidt,0.6439547
712,A. Soumaoro,0.6439547
4146,P. Ziereis,0.6439547
4080,L. Spalvis,0.6439547
5747,G. Loovens,0.6439547
5764,A. Bruce,0.6439547
6645,M. Schwenk,0.6439547
4145,Rober Correa,0.6439547
706,A. Selikhov,0.6439547
6113,J. Hardeveld,0.6439547
6729,A. Jallow,0.6439547
4490,C. Kouan,0.6439547
1004,L. Rémy,0.6439547
5097,J. Gómez,0.6439547
4975,J. Duque,0.6439547
4426,N. Berardo,0.6439547
6923,G. Gope-Fenepej,0.6439547
6926,S. Amro,0.6439547
4872,Alberto Perea,0.6439547
6603,Ione Cabrera,0.6439547
6948,T. Shimakawa,0.6439547
196,S. Khedira,0.6439547
7038,T. Hudson-Wihongi,0.6439547
1110,R. Holding,0.6439547
6605,R. Reid,0.6439547
7041,M. Gottschling,0.6439547
7043,H. Davis,0.6439547
4894,J. Ahlmann,0.6439547
6606,M. Viniegra,0.6439547
4928,S. Dallas,0.6439547
6927,M. Al Thmali,0.6439547
596,J. Evans,0.6439547
347,A. Guardado,0.6439547
1505,R. Haps,0.6439547
6654,K. Appiah,0.6439547
6667,R. Korte,0.6439547
4159,Q. Cornette,0.6439547
5963,C. Früchtl,0.6439547
7136,A. Pelvas,0.6439547
7159,N. Ennis,0.6439547
6313,L. Delgado,0.6439547
6019,M. Leitsch,0.6439547
5836,Lee Jae Sung,0.6439547
5714,S. May,0.6439547
6727,A. Georgen,0.6439547
6075,E. O'Connell,0.6439547
5947,T. Yonemoto,0.6439547
5806,E. Domaschke,0.6439547
6093,R. Contreras,0.6439547
6063,M. Ali,0.6439547
4179,A. Ndour,0.6439547
5701,S. Scherder,0.6439547
6035,M. Udol,0.6439547
4199,C. Alhadhur,0.6439547
5723,A. Blomqvist,0.6439547
6833,K. Watson,0.6439547
6707,J. Welzmüller,0.6439547
5935,M. Bilate,0.6439547
3988,M. Romero,0.6439547
4103,D. Henry,0.6439547
381,H. Winks,0.6439547
4120,Álex López,0.6439547
5882,D. Toia,0.6439547
6030,I. Marega,0.6439547
6699,Vagnão Junior,0.6439547
5821,J. Ekstrand,0.6439547
6303,T. Thiele,0.6439547
4124,A. Zreľák,0.6439547
1453,S. Cristóforo,0.6439547
6650,J. Mason,0.6439547
6320,C. Diedhiou,0.6439547
5885,J. Schwadorf,0.6439547
5832,M. Hornschuh,0.6439547
6323,P. Mullins,0.6439547
5795,M. Morganella,0.6439547
6005,C. Benavídez,0.6439547
6647,L. Poujol,0.6439547
6928,E. Hurtado,0.6439547
5041,P. Pellegri,0.6439547
4306,S. Gonther,0.6439547
4784,R. Schiavi,0.6439547
5471,A. Nalini,0.6439547
6787,J. Augustinsson,0.6439547
825,S. Rode,0.6439547
5496,A. Turgeman,0.6439547
812,D. Ginczek,0.6439547
4282,C. Leitgeb,0.6439547
802,Daniel Carriço,0.6439547
5526,O. Rodríguez,0.6439547
5543,T. Hadebe,0.6439547
5560,T. Hübers,0.6439547
6969,M. Doucouré,0.6439547
5562,R. Guerra,0.6439547
777,C. Zapata,0.6439547
5567,C. Morris,0.6439547
4257,D. Pavlovic,0.6439547
5579,L. Thompson,0.6439547
6731,K. Magennis,0.6439547
4425,P. Magalhães,0.6439547
5581,J. Wilson,0.6439547
1230,W. Reid,0.6439547
5574,S. Macías,0.6439547
7065,S. Arnold,0.6439547
5142,P. Jaroszyński,0.6439547
5656,J. Walsh,0.6439547
5299,J. Vaughan,0.6439547
481,K. Strootman,0.6439547
1366,Carlos Fernández,0.6439547
4297,T. Necid,0.6439547
6756,S. Banza,0.6439547
1393,M. Kempf,0.6439547
5606,J. Smeets,0.6439547
5616,A. Guido,0.6439547
7061,H. Bos,0.6439547
5022,S. Sasaki,0.6439547
4220,V. Cabrera,0.6439547
5636,M. Schmerböck,0.6439547
6742,G. Nilsson,0.6439547
5756,A. McCormack,0.6439547
6133,K. Shelton,0.6439547
5642,J. von Haacke,0.6439547
5647,G. Lloris,0.6439547
6739,A. Borkovic,0.6439547
5584,K. Hafez,0.6439547
6626,S. Wagstaff,0.6439547
5627,P. Diaw,0.6439547
6240,D. Gorter,0.6439547
6996,K. Riis,0.6439547
4698,M. Fenger,0.6439547
7021,J. Morias,0.6439547
4709,M. Żyro,0.6439547
4585,A. Buksa,0.6439547
6993,A. Phillips,0.6439547
4712,U. Bech,0.6439547
6992,J. Rossiter,0.6439547
6951,M. Gebers,0.6439547
4274,K. Lee,0.6439547
4856,Marc Valiente,0.6439547
4525,T. Vlietinck,0.6439547
4982,P. Zulechner,0.6439547
6210,R. Boukari,0.6439547
4989,Luismi,0.6439547
7059,C. Good,0.6439547
6907,Park Gi Dong,0.6439547
1061,Roger,0.6439547
7024,G. Oakley,0.6439547
191,E. Garay,0.6439547
7015,L. Cueto,0.6439547
7058,B. Hamill,0.6439547
6912,A. Morgan,0.6439547
6221,E. Palos,0.6439547
7014,J. Gerezgiher,0.6439547
4818,Zou Zheng,0.6439547
4560,C. Ibargüen,0.6439547
4824,J. Henry,0.6439547
6976,J. Mosquera,0.6439547
4547,Salva Ruíz,0.6439547
4838,M. James,0.6439547
1243,C. Cathcart,0.6439547
4532,A. Sørensen,0.6439547
7026,Sito,0.6439547
1229,J. Altidore,0.6439547
6988,M. Gonçalves,0.6439547
4627,Unai Bilbao,0.6439547
7012,J. Weir,0.6439547
4648,L. MacLeod,0.6439547
1242,Ki Sung Yueng,0.6439547
4621,V. Lekhal,0.6439547
6984,M. Olosunde,0.6439547
1060,Marçal,0.6439547
6429,S. Kashket,0.643787
3992,S. Plaza,0.643787
4070,L. Godoy,0.643787
2006,C. Clemens,0.643787
6304,P. Ofosu-Ayeh,0.643787
6299,E. Hooi,0.643787
5121,D. Rodríguez,0.643787
5719,S. Kroon,0.643787
1175,D. Ings,0.643787
1364,K. Diatta,0.643787
1960,N. Müller,0.643787
427,C. Wilson,0.643787
4452,Querol,0.643787
3106,J. Gómez,0.643787
2166,I. Success,0.643787
960,L. Kurzawa,0.643787
3732,J. Hayes,0.643787
6003,H. Gong,0.643787
6377,J. Jones,0.643787
5639,J. Bandowski,0.643787
4756,Cejudo,0.643787
318,L. Shaw,0.643787
2409,J. Urretaviscaya,0.643787
1282,R. Hamouma,0.643787
6836,A. White,0.643787
5259,Sebas Coris,0.643787
6344,W. Geubbels,0.643787
5217,J. Kayembe,0.643787
4987,J. Zacaría,0.643787
3655,C. Cisneros,0.643787
4192,T. Bradshaw,0.643787
2944,B. Kadrii,0.643787
5530,Viti Rozada,0.643787
3934,S. Ubilla,0.643787
2884,M. Sau,0.643787
4713,R. Miyaichi,0.643787
3520,N. Sarenren Bazee,0.643787
3937,M. Cerato,0.643787
2945,Juankar,0.643787
4372,B. Oviedo,0.643787
108,K. Coman,0.643787
6499,D. Kovačec,0.643787
925,J. Lukaku,0.643787
7474,C. Wakefield,0.643787
795,D. Welbeck,0.643787
2514,J. Cristaldo,0.643787
2154,Aurélio Buta,0.643787
3489,R. Henry,0.643787
6637,D. Powell,0.643787
2247,M. van Buren,0.643787
5515,M. Browne,0.643787
7208,D. Amankwaa,0.643787
4201,M. Koné,0.643787
4041,Mula,0.643787
5395,M. Makuszewski,0.643787
830,G. Defrel,0.643787
7168,S. Straudi,0.643787
4604,Lee Gwang Hyeok,0.643787
7211,A. Jagiełło,0.643787
3223,Alberto Benito,0.643787
2468,O. Kragl,0.64312
5669,M. Benning,0.64312
6154,C. Main,0.64312
733,A. Delort,0.64312
2504,V. Ayala,0.64312
2590,J. Brownhill,0.64312
4752,C. Salcido,0.64312
2519,Cesinha,0.64312
2153,R. Perraud,0.64312
6072,C. Camps,0.64312
5802,Wang Yongpo,0.64312
3924,Aderllan Santos,0.64312
3970,L. Castro,0.64312
2379,Fran Mérida,0.64312
2557,P. Schuurs,0.64312
3960,P. Bartolomei,0.64312
2094,Edercinho Sepa,0.64312
4910,L. Brattan,0.64312
4546,Patrick William,0.64312
5406,L. Arias,0.64312
6844,J. Mountney,0.64312
3319,A. Costa,0.64312
5008,P. Kirkevold,0.64312
1678,J. Kurtić,0.64312
5085,N. Schmidt,0.64312
2074,D. Kreilach,0.64312
1310,R. Ruidíaz,0.64312
2025,Camilo,0.64282763
655,Rubén Alcaraz,0.64276075
4814,C. Gardner,0.64276075
1943,H. Medunjanin,0.64276075
467,Antunes,0.64276075
197,David Luiz,0.64276075
1002,J. Lens,0.6425632
5753,S. Henderson,0.64148617
5915,R. Jérez,0.641046
3866,M. Riemann,0.641046
4193,Renato Neto,0.6407959
7296,J. Jones,0.6407959
3905,N. Bitton,0.6407959
1971,Montoro,0.6407959
5405,J. Attinella,0.64061475
484,D. Subašić,0.6388337
1048,Arbilla,0.6384228
974,Iván Ramis,0.6384228
5308,A. Lithgow,0.6384202
4776,J. Brix-Damborg,0.6384202
6207,S. Darbion,0.6383251
2994,V. Kjartansson,0.63711643
4278,T. Jodłowiec,0.63661927
4875,E. Salomonsson,0.63661927
2027,Marafona,0.6364996
558,N. Pope,0.6364996
5741,M. Álvarez,0.6364996
879,P. Bernardoni,0.6364996
4624,G. Castellón,0.6364996
772,S. Mignolet,0.6364996
4649,K. Roos,0.6364996
4260,D. Ousted,0.6364996
5373,S. Mielitz,0.6364996
1202,S. Kırıntılı,0.6364996
4575,J. Højbjerg,0.6364996
7197,C. Dilo,0.6364996
589,A. Mirante,0.6364996
69,M. de Ligt,0.6364063
4767,Juanma,0.6364063
4991,E. Hernández,0.6362672
6408,Nuno Macedo,0.6362672
3079,K. Letica,0.6362672
1649,Fábio Espinho,0.636079
6827,A. Ivačič,0.6360612
6476,D. Scarr,0.63548785
3177,L. Galeano,0.63548785
6630,M. Dąbrowski,0.63548785
1990,S. Sunzu,0.63548785
559,J. Brooks,0.63548785
1337,Rafael Cachoira,0.63548785
3606,S. Rosted,0.63548785
5311,K. McFadzean,0.63548785
1891,C. Lema,0.63548785
4933,H. Lybohy,0.63548785
6122,C. Burgess,0.63548785
3626,M. Bjørnbak,0.63548785
2300,D. Dainelli,0.63548785
3376,Jorge Teixeira,0.63548785
5323,K. Luijckx,0.63548785
2288,F. Tobio,0.63548785
4163,J. Glesnes,0.63548785
3329,B. Salamon,0.63548785
115,S. de Vrij,0.63548785
556,J. Tarkowski,0.63548785
7408,K. Browne,0.63548785
4302,D. Gordon,0.63548785
2217,C. Jullien,0.63548785
708,G. Maripán,0.63548785
2367,O. Kúdela,0.63548785
212,F. Acerbi,0.63548785
2769,Carlos Hernández,0.63548785
739,J. Vestergaard,0.63548785
3925,B. Sarr,0.63548785
4300,M. Beevers,0.63548785
4686,A. Seck,0.63548785
6244,J. Akinde,0.6327139
1683,V. Germain,0.6327139
88,B. Matuidi,0.6327139
4152,J. Maclaren,0.6327139
2986,S. Nishikawa,0.63217413
5091,D. Jovanović,0.63105345
2216,M. van der Hoorn,0.63105345
3002,G. Lanaro,0.63105345
5082,Verdasca,0.63105345
2618,Y. Suzuki,0.63105345
5712,B. Kopacz,0.63105345
6880,D. Djulbic,0.63105345
1005,M. Suchý,0.63105345
3071,O. Estupiñán,0.63105345
413,M. Keane,0.63105345
6629,Cho Dong Gun,0.63105345
240,S. Savić,0.63105345
3036,M. Clarke,0.63105345
5704,M. Salazar,0.63105345
5679,Nuha,0.63105345
5179,R. Popa,0.63105345
2631,David Costas,0.63105345
5691,A. Šimunec,0.63105345
3018,Paulao Junqueiras,0.63105345
6439,B. Cmiljanic,0.63105345
3660,C. Dunkley,0.63105345
5108,S. Palombi,0.63105345
1006,S. De Maio,0.63105345
5099,R. Gelmi,0.63105345
4462,Césario Figueirido,0.63105345
983,Javi García,0.63105345
3877,M. Quiroga,0.63105345
3878,F. Ogier,0.63105345
4039,L. Lindsay,0.63105345
3881,A. La Mantia,0.63105345
3885,M. Vilhjálmsson,0.63105345
3643,S. Breitkreuz,0.63105345
993,G. Murray,0.63105345
7045,C. Bolger,0.63105345
7240,R. Siemaszko,0.63105345
4352,D. Novaretti,0.63105345
6208,C. Morgan,0.63105345
3947,R. Gagliolo,0.63105345
6387,G. Scamacca,0.63105345
6875,R. Taylor,0.63105345
5115,L. Romo,0.63105345
5111,I. Conté,0.63105345
3641,O. Hüsing,0.63105345
6191,O. Occéan,0.63105345
4357,J. Collins,0.63105345
5140,U. Ikpeazu,0.63105345
5027,J. Chancellor,0.63105345
745,Bastos,0.63105345
11,K. Koulibaly,0.63105345
1036,C. Tosun,0.63105345
3096,A. Briseño,0.63105345
566,G. Pezzella,0.63105345
5037,I. Ahmed,0.63105345
6888,G. Cummins,0.63105345
1939,K. Kamara,0.63105345
2230,A. Esiti,0.63105345
6735,M. Knoester,0.63105345
723,S. Duffy,0.63105345
2823,S. Floccari,0.63105345
7388,Gui Hong,0.63105345
7386,R. Hove,0.63105345
6899,J. Hanson,0.63105345
3113,M. Barbieri,0.63105345
2592,A. Leya Iseka,0.63105345
2001,M. Caraglio,0.63105345
2205,E. Crivelli,0.63105345
6127,S. Kind Mikalsen,0.63105345
985,G. Pellè,0.63105345
4974,J. López,0.63105345
5164,L. Haquin,0.63105345
1016,Alan Kardec,0.63105345
2603,D. Vavro,0.63105345
5730,N. Hagglund,0.63105345
1924,S. M'Bia,0.63105345
4979,N. Valentini,0.63105345
1072,Vieirundinho,0.63105345
3123,Tobias Figueiredo,0.63105345
6925,M. Rigione,0.63105345
567,W. Boly,0.63105345
4994,Ren Hang,0.63105345
7368,B. Curville,0.63105345
7364,Yoo Ji Ha,0.63105345
707,A. Mitrović,0.63105345
5770,Linares,0.63105345
4931,M. Smith,0.63105345
2573,A. Cerri,0.63105345
6121,A. Masi,0.63105345
299,Juiano Mestres,0.63105345
3845,I. Sylla,0.63105345
7162,T. Reithmeir,0.63105345
1410,J. Gnagnon,0.63105345
1686,Eric Botteghin,0.63105345
1563,S. Dann,0.63105345
7214,Chen Hao,0.63105345
1602,K. Mitroglou,0.63105345
3811,M. Yatabaré,0.63105345
6328,Borja Lázaro,0.63105345
4213,Carlos Gutiérrez,0.63105345
4212,T. Figueroa,0.63105345
4316,Kim Kwang Suk,0.63105345
4312,M. Kramer,0.63105345
1616,A. Paloschi,0.63105345
1596,A. Epureanu,0.63105345
4128,S. Caulker,0.63105345
1629,A. Prijović,0.63105345
1455,V. Muriqi,0.63105345
4263,D. Moor,0.63105345
1604,S. Langkamp,0.63105345
3565,M. Caballero,0.63105345
7122,H. Al Shuwaysh,0.63105345
4273,J. Garner,0.63105345
1448,W. Troost-Ekong,0.63105345
3954,João Afonso,0.63105345
7147,L. Østigård,0.63105345
6212,G. Karanović,0.63105345
4206,L. Veldwijk,0.63105345
3705,Rúben Fernandes,0.63105345
5497,K. Behrens,0.63105345
1592,D. N'Doye,0.63105345
3806,S. Privat,0.63105345
6343,Jon Ander,0.63105345
4202,E. Mathoho,0.63105345
4228,N. Stojiljković,0.63105345
1427,A. Long,0.63105345
1605,C. Benteke,0.63105345
103,L. Hernández,0.63105345
3704,L. Conderia,0.63105345
3941,F. Meza,0.63105345
1468,M. Krmenčík,0.63105345
7100,J. Smith,0.63105345
1589,S. Okaka,0.63105345
3695,F. Fontanini,0.63105345
1443,Rodrigo Ely,0.63105345
3931,C. Vilches,0.63105345
6307,Lee Kwang Sun,0.63105345
380,M. Caldara,0.63105345
7170,J. Sierra,0.63105345
1674,L. Teodorczyk,0.63105345
3928,G. Mera,0.63105345
3917,L. Jiménez,0.63105345
3863,A. Caracciolo,0.63105345
1712,G. Carrillo,0.63105345
3625,L. James,0.63105345
374,S. Mandíquez,0.63105345
4328,Manu Barreiro,0.63105345
3899,Igor Rossi,0.63105345
4466,K. Kawamata,0.63105345
4503,V. Loroña,0.63105345
3554,Catena,0.63105345
1675,F. Santander,0.63105345
4054,J. Pius,0.63105345
3675,L. Lacroix,0.63105345
6579,D. Stroh-Engel,0.63105345
4049,S. Ganvoula,0.63105345
4401,D. Bulthuis,0.63105345
3557,Bernardo,0.63105345
399,K. Zouma,0.63105345
77,C. Lenglet,0.63105345
4010,J. Serra,0.63105345
3600,J. Meffert,0.63105345
1536,M. Mevlja,0.63105345
3976,D. Orgill,0.63105345
3977,D. Valdés,0.63105345
3542,M. Helik,0.63105345
7175,F. Arce,0.63105345
4422,J. Cabezas,0.63105345
1743,Z. Vanheusden,0.63105345
1290,J. Martínez,0.63105345
7256,S. Lewicki,0.63105345
6331,L. Sekulski,0.63105345
1728,L. Tawamba,0.63105345
1300,R. Inglese,0.63105345
1296,Raúl Navas,0.63105345
3544,B. Sanneh,0.63105345
3663,K. Sugimoto,0.63105345
3615,T. Chorý,0.63105345
5385,H. Martínez,0.63105345
3327,A. Nahuelpan,0.63105345
2871,K. Adénon,0.63105345
667,Ferro,0.63105345
4691,M. George,0.63105345
4692,D. Romney,0.63105345
3387,A. Søderlund,0.63105345
2298,K. Laba,0.63105345
2289,M. Nervo,0.63105345
4701,T. Eaves,0.63105345
4681,S. Bateau,0.63105345
5934,F. Ciampichetti,0.63105345
5924,B. Vriends,0.63105345
3337,Kim Shin Wook,0.63105345
6662,B. Gartland,0.63105345
6234,Sui Donglu,0.63105345
4913,N. Proschwitz,0.63105345
5854,D. Lachman,0.63105345
4785,M. Karl,0.63105345
6666,Urko Vera,0.63105345
2286,F. Aristeguieta,0.63105345
4839,T. Smith,0.63105345
601,Marcano,0.63105345
5945,Y. Toyoda,0.63105345
6238,Y. Amankwah,0.63105345
3285,T. Elphick,0.63105345
4751,C. Lepoint,0.63105345
6393,F. Sgarbi,0.63105345
3298,P. Oniangué,0.63105345
6655,P. Slišković,0.63105345
4610,C. Bedia,0.63105345
4778,D. Wheater,0.63105345
4782,E. Juárez,0.63105345
6696,T. Mahrer,0.63105345
2446,A. Ujah,0.63105345
4678,K. Larsen,0.63105345
2421,J. Boye,0.63105345
3331,G. Scognamiglio,0.63105345
6596,R. Vincelot,0.63105345
3377,M. Yumlu,0.63105345
622,S. Rondón,0.63105345
7003,D. Casey,0.63105345
371,J. Frendado,0.63105345
3371,D. Lekić,0.63105345
4673,S. Benedetti,0.63105345
5831,I. Armaş,0.63105345
2343,N. Spolli,0.63105345
6047,G. Rea,0.63105345
5837,Dong Xuesheng,0.63105345
3279,A. Matri,0.63105345
1865,A. Cornelius,0.63105345
4817,C. Avinel,0.63105345
1223,S. Bocchetti,0.63105345
2389,L. Rossettini,0.63105345
3231,I. de Camargo,0.63105345
1152,J. Córdoba,0.63105345
1797,I. Kutepov,0.63105345
4823,Xiao Zhi,0.63105345
6518,G. Álvarez,0.63105345
4580,J. Silva,0.63105345
3270,M. Ardemagni,0.63105345
5843,Jordi Figueras,0.63105345
2378,Víctor Díaz,0.63105345
4834,E. Herrera,0.63105345
6600,T. Pope,0.63105345
3429,P. Velázquez,0.63105345
6940,Luis Paezinho,0.63105345
2266,Juanpe,0.63105345
3280,T. Derijck,0.63105345
6052,F. Rawson,0.63105345
6413,R. Dickie,0.63105345
6702,A. Dandea,0.63105345
2267,B. Nuytinck,0.63105345
2257,F. Avenatti,0.63105345
4873,G. Zigoni,0.63105345
2363,S. Vokes,0.63105345
4874,P. Mortensen,0.63105345
6705,S. Al Khaibari,0.63105345
2356,S. Prödl,0.63105345
3215,J. Hugill,0.63105345
7341,D. Byrtek,0.63105345
693,Y. Mina,0.63105345
7029,F. Langsdorf,0.63105345
3213,E. Rescaldani,0.63105345
1772,Joaquín,0.63105345
4901,O. González,0.63105345
2780,J. González,0.63105345
2262,Raillo,0.63105345
6147,J. Ávila,0.63105345
336,W. Weghorst,0.63105345
2377,Paulo Vinícius,0.63105345
6741,T. Alberti,0.63105345
5221,S. Rapp,0.63105345
2806,J. Barroso,0.63105345
5464,G. Ávalos,0.63105345
5415,Xavi Molina,0.63105345
5412,M. Fetsch,0.63105345
5484,K. Taketomi,0.63105345
5402,N. Helenius,0.63105345
2064,P. Goltz,0.63105345
5427,M. Jahfali,0.63105345
703,I. Amadou,0.63105345
2681,J. Okore,0.63105345
281,B. Dost,0.63105345
2021,T. Klose,0.63105345
5635,A. Grant,0.63105345
2016,Leandro Damião,0.63105345
935,C. Luyindama,0.63105345
6849,J. McNerney,0.63105345
5533,K. Hachadi,0.63105345
5640,E. Monthe,0.63105345
5343,A. Lukimya,0.63105345
2847,E. Derdiyok,0.63105345
2982,I. Seck,0.63105345
5428,M. Asiri,0.63105345
2899,O. Gonzalez,0.63105345
4655,Mario Barco,0.63105345
803,Iborra,0.63105345
5388,S. Makienok,0.63105345
7453,N. Geertsen,0.63105345
5518,M. Camara,0.63105345
6812,M. Jadama,0.63105345
2897,Guedes,0.63105345
5459,C. Psyché,0.63105345
2811,N. Lombaerts,0.63105345
2835,A. Ramos,0.63105345
5517,L. Geertruida,0.63105345
2865,Orlando Sá,0.63105345
5394,M. te Vrede,0.63105345
6152,T. Petrášek,0.63105345
5442,M. Donoso,0.63105345
2104,Enric Gallego,0.63105345
2103,Douglas,0.63105345
5524,Víctor,0.63105345
5260,P. Gladon,0.63105345
2684,E. Roco,0.63105345
2696,S. Moreo,0.63105345
525,D. Zagadou,0.63105345
1065,L. López,0.63105345
2270,L. Sobiech,0.63105345
6110,M. Koch,0.63105345
6094,B. Ndoye,0.63105345
5913,C. Escobar,0.63105345
4729,Lolo,0.63105345
653,L. Sigali,0.63105345
2482,R. Zozulya,0.63105345
284,L. de Jong,0.63105345
5589,S. Sarr,0.63105345
1174,P. Jansson,0.63105345
6002,J. Varela,0.63105345
1172,T. Kolodziejczak,0.63105345
4619,C. Baird,0.63105345
3315,A. Diomande,0.63105345
1839,J. Nsame,0.63105345
5890,J. Ojala,0.63105345
6686,R. González,0.63105345
2197,R. Yaremchuk,0.63105345
2876,M. Diouf,0.63105345
3404,A. Giannou,0.63105345
5339,T. Elliott,0.63105345
2713,E. Muñoz,0.63105345
5331,F. Bellugou,0.63105345
397,M. Gómez,0.63105345
34,E. Cavani,0.63105345
2720,A. Ba,0.63105345
6180,J. Bothroyd,0.63105345
911,M. Diakhaby,0.63105345
5305,F. Piovaccari,0.63105345
5898,M. Vilotić,0.63105345
5296,S. Cuthbert,0.63105345
5553,J. Moreno,0.63105345
2745,L. Hejda,0.63105345
2743,J. Börner,0.63105345
2737,S. Memišević,0.63105345
5269,M. Marić,0.63105345
447,Jorge Molina,0.63105345
5549,E. Tapsoba,0.63105345
6835,L. Waterfall,0.63105345
30,S. Handanovič,0.6309667
6193,J. Szmatuła,0.6309667
4794,J. Zimmermann,0.6309667
4902,E. Larsson,0.630751
3887,Kim Eun Sun,0.6307094
2941,M. Le Bihan,0.6307094
5706,Guarrotxena,0.6307094
2239,F. Gulbrandsen,0.6307094
6096,C. Tanner,0.6307094
1492,V. Janssen,0.6307094
820,A. Finnbogason,0.6307094
4855,A. Meijers,0.6297137
1878,E. Sviatchenko,0.62968624
1923,C. Davies,0.62968624
758,D. Abraham,0.62968624
4810,A. Swinkels,0.62968624
926,K. Ayhan,0.62968624
5868,D. McGregor,0.62968624
1606,R. Thomas,0.62968624
45,Thiago Silva,0.62968624
4471,C. Beck,0.62968624
5290,F. Evacuo,0.62968624
4763,S. Holmén,0.62968624
698,J. Lascelles,0.62968624
5288,R. Wood,0.62968624
3717,D. Gastaldello,0.62968624
1510,S. Dewaest,0.62968624
4757,M. Constantin,0.62968624
1003,Varela,0.62968624
7324,A. Karadas,0.62968624
6183,R. König,0.62968624
2789,G. Pazzini,0.62968624
1007,P. Aguilar,0.62968624
1917,W. Janssen,0.62968624
2563,S. McKenna,0.62968624
469,F. Fazio,0.62968624
2588,Fábio Cardoso,0.62968624
4286,V. Elm,0.62968624
3134,B. Wright,0.62968624
3093,J. Lucumi,0.62908685
3035,Francisco Trincão,0.62908685
3322,J. Murphy,0.62908685
2491,P. Hurtado,0.62908685
1355,L. Díaz,0.62908685
4664,Nando,0.62908685
4406,P. Rodríguez,0.62908685
2692,Y. Kubo,0.62908685
1377,E. Dennis,0.62908685
3575,D. Rotariu,0.62908685
5151,Xande Silva,0.62908685
3886,A. Gogia,0.62908685
4524,K. Staude,0.62908685
6116,Mateus,0.62908685
2703,A. Warda,0.62908685
5664,D. Skhirtladze,0.62908685
1018,O. Ighalo,0.62908685
1386,D. Lukébakio,0.62908685
2919,Flavio Paixão,0.62883794
7202,S. Griffin,0.62883794
6400,P. Pflücke,0.62883794
311,Gayà,0.62883794
2535,T. Shiotani,0.6287516
47,J. Vertonghen,0.6287516
6224,Z. Zlámal,0.62797785
2145,I. Arboleda,0.62797785
5098,M. Rasmussen,0.62759143
6046,E. Andersson,0.62759143
